original	language_count	multilingual	languages	language_primary	Count
swe;nor;dan;ice	 4	TRUE	Swedish;Norwegian;Danish;Icelandic	Swedish	     4
eng;san	 2	TRUE	English;Sanskrit	English	     4
fin;swe;spa	 3	TRUE	Finnish;Swedish;Spanish	Finnish	     4
sms;fin	 2	TRUE	Skolt Sami;Finnish	Skolt Sami	     4
dut;eng	 2	TRUE	Dutch;English	Dutch	     4
swe;spa	 2	TRUE	Swedish;Spanish	Swedish	     4
fro	 1	FALSE	French, Old (ca. 842-1300)	French, Old (ca. 842-1300)	     4
fin;smi;nor	 3	TRUE	Finnish;Sami;Norwegian	Finnish	     4
fin;glg	 2	TRUE	Finnish;Galician	Finnish	     4
est;fin;eng	 3	TRUE	Estonian;Finnish;English	Estonian	     4
lat;grc;ger	 3	TRUE	Latin;Greek, Ancient (to 1453);German	Latin	     4
smi;sme;nor	 3	TRUE	Sami;Northern Sami;Norwegian	Sami	     4
rus;ger	 2	TRUE	Russian;German	Russian	     4
fin;swe;smi;eng	 4	TRUE	Finnish;Swedish;Sami;English	Finnish	     4
swe;ger;fre;lat	 4	TRUE	Swedish;German;French;Latin	Swedish	     4
swe;lat;fin	 3	TRUE	Swedish;Latin;Finnish	Swedish	     4
smn;smi;eng	 3	TRUE	Inari Sami;Sami;English	Inari Sami	     4
ara;eng	 2	TRUE	Arabic;English	Arabic	     4
rus;fin;mul	 3	TRUE	Russian;Finnish;Multiple languages	Russian	     4
fin;swe;eng;fre;rus	 5	TRUE	Finnish;Swedish;English;French;Russian	Finnish	     4
fiu;ger	 2	TRUE	Finno-Ugrian (Other);German	Finno-Ugrian (Other)	     4
ger;grc	 2	TRUE	German;Greek, Ancient (to 1453)	German	     4
ita;fin;swe	 3	TRUE	Italian;Finnish;Swedish	Italian	     3
dan;fin;eng	 3	TRUE	Danish;Finnish;English	Danish	     3
fin;ita;eng	 3	TRUE	Finnish;Italian;English	Finnish	     3
nor;ger	 2	TRUE	Norwegian;German	Norwegian	     3
dan;swe;fin	 3	TRUE	Danish;Swedish;Finnish	Danish	     3
fin;eng;ukr	 3	TRUE	Finnish;English;Ukrainian	Finnish	     3
ine	 1	FALSE	Indo-European (Other)	Indo-European (Other)	     3
eng;ger;fre;dan	 4	TRUE	English;German;French;Danish	English	     3
eng;ger;fre;ita	 4	TRUE	English;German;French;Italian	English	     3
vot	 1	FALSE	Votic	Votic	     3
lit;eng	 2	TRUE	Lithuanian;English	Lithuanian	     3
swe;fin;fre	 3	TRUE	Swedish;Finnish;French	Swedish	     3
ger;fin;swe;eng;fre;dan;nor	 7	TRUE	German;Finnish;Swedish;English;French;Danish;Norwegian	German	     3
eng;swe;nor	 3	TRUE	English;Swedish;Norwegian	English	     3
swe;ger;eng;lat;fin	 5	TRUE	Swedish;German;English;Latin;Finnish	Swedish	     3
afr;ndo	 2	TRUE	Afrikaans;Ndonga	Afrikaans	     3
swe;dan;nor;ice	 4	TRUE	Swedish;Danish;Norwegian;Icelandic	Swedish	     3
swe;eng;fre;ger	 4	TRUE	Swedish;English;French;German	Swedish	     3
lat;eng;swe	 3	TRUE	Latin;English;Swedish	Latin	     3
yid	 1	FALSE	Yiddish	Yiddish	     3
eng;fre;ger;ita	 4	TRUE	English;French;German;Italian	English	     3
dan;fin;swe	 3	TRUE	Danish;Finnish;Swedish	Danish	     3
swe;eng;fre;ger;dan;nor;fin	 7	TRUE	Swedish;English;French;German;Danish;Norwegian;Finnish	Swedish	     3
lat;ara;swe	 3	TRUE	Latin;Arabic;Swedish	Latin	     3
eng;kor	 2	TRUE	English;Korean	English	     3
spa;lat	 2	TRUE	Spanish;Latin	Spanish	     3
fre;eng;rus	 3	TRUE	French;English;Russian	French	     3
swa;fin	 2	TRUE	Swahili;Finnish	Swahili	     3
fin;eng;sme	 3	TRUE	Finnish;English;Northern Sami	Finnish	     3
tha	 1	FALSE	Thai	Thai	     3
fin;sms	 2	TRUE	Finnish;Skolt Sami	Finnish	     3
fin;rus;est	 3	TRUE	Finnish;Russian;Estonian	Finnish	     3
fin;eng;ger;fre;ita	 5	TRUE	Finnish;English;German;French;Italian	Finnish	     3
fin;tat	 2	TRUE	Finnish;Tatar	Finnish	     3
por;eng	 2	TRUE	Portuguese;English	Portuguese	     3
fre;spa;ita	 3	TRUE	French;Spanish;Italian	French	     3
fin;swe;eng;est	 4	TRUE	Finnish;Swedish;English;Estonian	Finnish	     3
fin;fre;und	 3	TRUE	Finnish;French;Undetermined	Finnish	     3
fin;dan;nor;swe	 4	TRUE	Finnish;Danish;Norwegian;Swedish	Finnish	     3
rum;fin	 2	TRUE	Romanian;Finnish	Romanian	     3
fre;ita;spa	 3	TRUE	French;Italian;Spanish	French	     3
fin;dan;nor	 3	TRUE	Finnish;Danish;Norwegian	Finnish	     3
fin;swe;gre	 3	TRUE	Finnish;Swedish;Greek, Modern (1453-)	Finnish	     3
smi;sme;eng	 3	TRUE	Sami;Northern Sami;English	Sami	     3
gsw	 1	FALSE	Swiss German	Swiss German	     3
swe;rus;fin	 3	TRUE	Swedish;Russian;Finnish	Swedish	     3
eng;som	 2	TRUE	English;Somali	English	     3
fin;eng;ger;fre;spa;ita	 6	TRUE	Finnish;English;German;French;Spanish;Italian	Finnish	     3
eng;fre;ger;fin	 4	TRUE	English;French;German;Finnish	English	     3
fin;swe;ger;lat	 4	TRUE	Finnish;Swedish;German;Latin	Finnish	     3
swe;eng;ger;fin	 4	TRUE	Swedish;English;German;Finnish	Swedish	     3
ger;hun	 2	TRUE	German;Hungarian	German	     3
eng;ger;spa	 3	TRUE	English;German;Spanish	English	     3
fin;swe;eng;ger;rus;est	 6	TRUE	Finnish;Swedish;English;German;Russian;Estonian	Finnish	     3
fre;ita	 2	TRUE	French;Italian	French	     3
eng;mon	 2	TRUE	English;Mongolian	English	     3
swe;per	 2	TRUE	Swedish;Persian	Swedish	     3
fin;swe;som	 3	TRUE	Finnish;Swedish;Somali	Finnish	     3
fin;eng;fre;ger;ita;por;spa	 7	TRUE	Finnish;English;French;German;Italian;Portuguese;Spanish	Finnish	     3
fin;eng;per	 3	TRUE	Finnish;English;Persian	Finnish	     3
eng;tha	 2	TRUE	English;Thai	English	     3
smi;sms;fin	 3	TRUE	Sami;Skolt Sami;Finnish	Sami	     3
est;fin;eng;rus;mul	 5	TRUE	Estonian;Finnish;English;Russian;Multiple languages	Estonian	     3
lat;mul	 2	TRUE	Latin;Multiple languages	Latin	     3
swe;smi	 2	TRUE	Swedish;Sami	Swedish	     3
eng;ger;fre;swe	 4	TRUE	English;German;French;Swedish	English	     3
eng;fin;dan	 3	TRUE	English;Finnish;Danish	English	     3
fin;est;ger;rus	 4	TRUE	Finnish;Estonian;German;Russian	Finnish	     3
eng;fin;mul	 3	TRUE	English;Finnish;Multiple languages	English	     3
fin;sgn	 2	TRUE	Finnish;Sign languages	Finnish	     3
eng;ger;fre;jpn	 4	TRUE	English;German;French;Japanese	English	     3
eng;rus;fin	 3	TRUE	English;Russian;Finnish	English	     3
paa	 1	FALSE	Papuan (Other)	Papuan (Other)	     3
fin;smi;sme	 3	TRUE	Finnish;Sami;Northern Sami	Finnish	     3
fin;chu	 2	TRUE	Finnish;Church Slavic	Finnish	     3
rus;fin;eng	 3	TRUE	Russian;Finnish;English	Russian	     3
eng;ger;swe;fin	 4	TRUE	English;German;Swedish;Finnish	English	     3
swe;epo	 2	TRUE	Swedish;Esperanto	Swedish	     3
fin;swe;dan;ice;nor	 5	TRUE	Finnish;Swedish;Danish;Icelandic;Norwegian	Finnish	     3
kir	 1	FALSE	Kyrgyz	Kyrgyz	     3
smi;ger	 2	TRUE	Sami;German	Sami	     3
sme;smi;fin	 3	TRUE	Northern Sami;Sami;Finnish	Northern Sami	     3
fin;swe;eng;ger;fre;rus;est	 7	TRUE	Finnish;Swedish;English;German;French;Russian;Estonian	Finnish	     3
fin;bur	 2	TRUE	Finnish;Burmese	Finnish	     3
eng;lav	 2	TRUE	English;Latvian	English	     3
grc;lat;swe	 3	TRUE	Greek, Ancient (to 1453);Latin;Swedish	Greek, Ancient (to 1453)	     3
lat;ger;fre	 3	TRUE	Latin;German;French	Latin	     3
lat;grc;fin	 3	TRUE	Latin;Greek, Ancient (to 1453);Finnish	Latin	     3
swa;eng	 2	TRUE	Swahili;English	Swahili	     3
dut;ger	 2	TRUE	Dutch;German	Dutch	     3
dan;ger	 2	TRUE	Danish;German	Danish	     3
lat;swe;heb	 3	TRUE	Latin;Swedish;Hebrew	Latin	     3
fin;tam	 2	TRUE	Finnish;Tamil	Finnish	     3
eng;inc	 2	TRUE	English;Indic (Other)	English	     3
fin;eng;fre;spa	 4	TRUE	Finnish;English;French;Spanish	Finnish	     3
fin;lit	 2	TRUE	Finnish;Lithuanian	Finnish	     3
epo;swe	 2	TRUE	Esperanto;Swedish	Esperanto	     3
est;rus;fin	 3	TRUE	Estonian;Russian;Finnish	Estonian	     3
swe;vie	 2	TRUE	Swedish;Vietnamese	Swedish	     3
eng;slv	 2	TRUE	English;Slovenian	English	     3
